SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
PHY,Summer 2022,103,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,"PHY 103 - PHYSICAL, EARTH, AND SPACE SCIENCE","This course is an introduction to physical, earth, and/or space sciences.  Topics may include: motion, forces, energy, the earth, environment, weather, the solar system, stars, galaxies, and the universe.  Concepts are reinforced with a variety of experiments and demonstrations. This course is designed for elementary education majors to help them meet New Jersey state standards.  Open to all majors in summer sessions.",1,"Reserved for School of Education Students only, elementary and early childhood majors, including Urban Education majors.  [RQ613]",Fall and Spring
WGS,Summer 2022,252,UGRD,Liberal Learning Civic Resp.,Gender|Race & Ethnicity,,,"WGS 252 - GENDER, RACE & CULTURAL PRODUCTION",This course provides an overview of the various performance genre made popular in the late nineteenth-early twentieth century by African Americans. The course will make explicit connections between black diasporic cultural production and intellectualism during the period known as the Harlem Renaissance.,1,,Occasionally
AAS,Summer 2022,353,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,AAS 353 - ADVANCED CRIMINOLOGY: RACE & CRIME,"A critical examination of the correlation between race and crime in America.  The course will focus on four major areas: race and the law, race and criminological theory, race and violent crime, and myths and facts about race and crime.  Through critical examination of readings and official statistics, students will come to understand the complexity of the relationship between race and crime within the American Criminal Justice System and broader social context.",1,,Fall and Spring
BIO,Summer 2022,142,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,BIO 142 - PRIN HUM ANATOMY & PHYSIOLOGY II,Designed to meet the needs of students who wish to achieve an understanding of the structure and function of the human body. The concept of homeostasis will be emphasized. Includes a laboratory component that uses the cat as the dissection specimen. Opportunities for collecting and analyzing data are provided.,1,Reserved fpr Nursing Students. [RQ#6077],Spring
BIO,Summer 2022,201,UGRD,Liberal Learning Domains,,Natural Science|Natural Science with Lab,,BIO 201 - FOUNDATIONS OF BIOLOGICAL INQUIRY,"An inquiry-based introduction to fundamental concepts and  theories in biology  that we will explore  together as scientists. The course  utilizes case studies and data from the scientific literature to examine the concepts that weave  through three major themes: (1) What is life? Organization and  Flow of Information; (2) Evolution: Explaining Biodiversity; and (3) Biological Systems. Students are expected to engage with material presented during class to gain a deep understanding of the course goals, to develop critical  thinking skills to apply to new  problems, and  to use the scientific method to investigate biological  phenomena. Throughout the semester, students will have the opportunity to conduct novel research  in a laboratory setting. This course is designed for biology  majors, but is open  to students in other  majors who seek a rigorous background in biology.",1,,Fall and Spring
CHE,Summer 2022,201,UGRD,Liberal Learning Domains,,Natural Science,,CHE 201 - GENERAL CHEMISTRY I,Laws and theories of matter in its various states: atomic and molecular structure from quantum and orbital interpretations; kinetics and equilibrium; periodicity and properties.  Quantitative experiments coordinated with lectures.  A working knowledge of elementary algebra is required.  Successful completion of a high school chemistry course is strongly recommended.,1,"MAT 096 or MAT 120 is a prerequisite, or MAT 096 or MAT 120  is a corequisite; or an SAT math score >=650; or an ACT math score >=29; or MAT 127 is a corequisite. [RQ5055]",Fall and Spring
COM,Summer 2022,117,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,COM 117 - INTRODUCTION TO FILM STUDIES,"The course is meant as an introduction to basic concepts of film analysis. We will examine how formal elements like cinematography, editing, mise en scene and sound are used to create meaning in film. We will also consider how genre, authorship, film history, ideology, and gender, among other critical approaches, can be used to analyze films. In addition to screening and discussing clips from mainstream film and television, we will also examine alternative practices (from independent film and global cinemas) that challenge these conventions.",1,,Fall and Spring
COM,Summer 2022,390,UGRD,Liberal Learning Domains|Writing Intensive,,Quantitative Reasoning,Writing Intensive,COM 390 - METHODS OF COMM RESEARCH & ANALYSIS,"An introduction to several major methodologies for analyzing, discovering, and testing observations about communication processes and effects in both print and electronic media.  Perspectives include experimental, survey, and content analysis.  Students completing this course should be able to critically evaluate communication and other behavioral and scientific research.",1,Reserved for  Juniors and Seniors or by permission of instructor. [RQ128],"Fall, Spring and Summer"
CRI,Summer 2022,205,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,CRI 205 - CRIMINOLOGY,"This course provides a general introduction to the study of criminal behavior from an interdisciplinary perspective.  The history of criminology as a discipline will be examined. Criminological theories of crime and criminality from classical theories to modern developmental theories will be carefully examined. Students will learn to review and interpret various data sources from the Uniform Crime Reports, the National Crime Victimization Survey, and self-reports.",1,,Fall and Spring
CRI,Summer 2022,256,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,CRI 256 - WOMEN IN THE CRIMINAL JUSTICE SY,"This course offers an understanding of the treatment of women as professionals, litigants, victims, and offenders in the justice system.  It examines what happens to women in the criminal justice system, how that is related to issues of social inequality, and what alternatives are available using a social justice framework.  Because any discussion of women, crime, and justice must acknowledge both the diversity of women and the diversity of crimes and conditions under which they are made and enforced, the course will look at all issues through a constantly developing and changing/race/class/gender/sexual orientation perspective.",1,,Occasionally
CRI,Summer 2022,352,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,CRI 352 - ADV CRIMINOLOGY: RACE AND CRIME,"This course is a critical examination of the linkage between race and crime in America.  The course will focus on four major areas: race and the law, race and criminological theory, race and violent crime, and myths and facts about race and crime.  Through critical examination of readings and official statistics, students will come to understand the complexity of the relationship between race and crime within the American Criminal Justice System and broader social context.",1,,Fall and Spring
